Employee ID,Skill Set,Experience Level,Availability (%),Job Role,Salary (USD),Performance Score,Assigned Product ID,Development Timeline (Months),Task Completion Time (Days),Tool and Software Usage,Team Communication Metrics
EMP5091,Product Design,Senior,55,Analyst,83197,2.4,PDD0881,6,8.887177307517156,Jira,2.5
EMP5092,Product Design,Mid,65,Analyst,80060,3.8,PDD0868,7,10.385068989251367,Jira,3.7
EMP5093,Market Analysis,Junior,51,Analyst,116726,2.8,PDD0113,8,12.13963354407526,Jira,2.9
EMP5094,Product Design,Junior,59,Designer,50845,4.6,PDD0689,5,7.465794049877321,Slack,4.7
EMP5095,Data Analysis,Mid,53,Designer,111989,2.6,PDD0924,4,5.869593213380717,Jira,2.4
EMP5096,Project Management,Senior,54,Analyst,129899,3.2,PDD0740,10,14.923316087227844,Jira,3.4
EMP5097,Market Analysis,Junior,86,Designer,60692,1.7,PDD0870,10,15.10621716429663,GitHub,1.8
EMP5098,Project Management,Junior,88,Project Manager,137653,3.2,PDD0054,10,15.01452783514777,Jira,3.2
EMP5099,Data Analysis,Senior,75,Designer,73036,1.8,PDD0748,4,5.897545816378921,GitHub,1.8
EMP5100,Product Design,Junior,79,Designer,134752,4.2,PDD0743,3,4.627825129600055,GitHub,4.4
EMP5101,Product Design,Senior,51,Analyst,107511,2.5,PDD0552,2,3.042012927809709,GitHub,2.4
EMP5102,Product Design,Mid,67,Project Manager,56765,2.7,PDD0690,10,14.921896626270438,GitHub,3.0
EMP5103,Project Management,Mid,56,Project Manager,108402,3.6,PDD0249,6,8.993964413290696,Slack,3.3
EMP5104,Software Development,Senior,95,Analyst,54308,1.3,PDD0773,1,1.5906891755720665,Slack,1.2
EMP5105,Project Management,Senior,96,Designer,89422,2.3,PDD0038,6,8.929178657804535,Jira,2.3
EMP5106,Software Development,Senior,72,Designer,129326,4.7,PDD0689,5,7.546529816183141,GitHub,4.8
EMP5107,Project Management,Mid,69,Analyst,55998,4.4,PDD0461,2,3.027841266650309,Slack,4.3
EMP5108,Data Analysis,Mid,64,Developer,64072,1.9,PDD0335,10,14.915314157930291,Slack,1.8
EMP5109,Project Management,Junior,77,Analyst,84994,3.1,PDD0452,11,16.406421378039184,Slack,3.1
EMP5110,Project Management,Senior,95,Project Manager,128988,3.3,PDD0311,5,7.270479437887444,Jira,3.2
EMP5111,Market Analysis,Senior,52,Designer,147375,2.2,PDD0230,7,10.456723279743635,Jira,2.3
EMP5112,Product Design,Junior,52,Developer,95406,2.4,PDD0415,1,1.3122356790901848,Slack,2.2
EMP5113,Product Design,Junior,61,Project Manager,92701,4.9,PDD0670,11,16.321545303462578,Jira,4.8
EMP5114,Product Design,Mid,83,Designer,132968,1.6,PDD0834,11,16.287464575495274,GitHub,1.5
EMP5115,Software Development,Junior,85,Project Manager,132687,4.6,PDD0583,5,7.4626055763637495,Jira,4.6
EMP5116,Data Analysis,Junior,57,Analyst,95778,2.4,PDD0382,8,12.081878617533015,GitHub,2.4
EMP5117,Software Development,Senior,58,Designer,52198,2.0,PDD0825,11,16.38132815789319,Jira,2.3
EMP5118,Market Analysis,Junior,84,Project Manager,112162,2.0,PDD0585,8,12.106602034479588,GitHub,2.0
EMP5119,Market Analysis,Senior,73,Project Manager,108448,2.1,PDD0285,8,12.110777444942215,Jira,2.1
EMP5120,Project Management,Senior,73,Project Manager,104074,2.1,PDD0542,1,1.3980916828644279,Jira,2.1
EMP5121,Market Analysis,Senior,84,Developer,119099,2.0,PDD0211,8,11.798011768184319,GitHub,2.0
EMP5122,Market Analysis,Junior,60,Designer,71391,4.4,PDD0278,8,12.09859228475682,GitHub,4.2
EMP5123,Data Analysis,Junior,55,Analyst,66223,2.1,PDD0497,5,7.621765887340814,GitHub,1.9
EMP5124,Market Analysis,Senior,74,Analyst,76078,4.4,PDD0932,11,16.49409966402758,Slack,4.1
EMP5125,Project Management,Mid,50,Analyst,132226,4.9,PDD0437,11,16.506109618328043,Jira,4.8
EMP5126,Product Design,Mid,58,Project Manager,118204,2.1,PDD0441,6,9.003456541303636,Jira,2.3
EMP5127,Software Development,Senior,61,Project Manager,128279,3.3,PDD0131,2,3.0358177302719764,Slack,3.2
EMP5128,Software Development,Mid,62,Analyst,107782,2.8,PDD0569,2,3.0796190030035313,Jira,2.7
EMP5129,Software Development,Junior,78,Project Manager,85193,4.4,PDD0542,1,1.4493317685644458,GitHub,4.4
EMP5130,Project Management,Senior,95,Developer,102208,2.2,PDD0869,10,14.886244905844242,GitHub,2.3
EMP5131,Data Analysis,Junior,81,Designer,58129,4.1,PDD0016,3,4.450043383249799,Slack,4.2
EMP5132,Project Management,Mid,80,Designer,91240,2.9,PDD0499,2,3.0058537320595007,Jira,3.0
EMP5133,Software Development,Mid,75,Developer,133129,3.5,PDD0450,11,16.552734511880896,Jira,3.6
EMP5134,Project Management,Junior,89,Designer,114090,3.3,PDD0233,8,12.091930895687678,Slack,3.3
EMP5135,Project Management,Mid,73,Developer,88975,1.2,PDD0971,5,7.568074807097115,GitHub,1.1
EMP5136,Project Management,Mid,64,Developer,97787,3.4,PDD0815,7,10.530501103375641,GitHub,3.5
EMP5137,Product Design,Junior,91,Developer,129511,4.3,PDD0860,2,2.9477462047169403,Jira,4.3
EMP5138,Project Management,Junior,55,Developer,136834,2.2,PDD0413,8,11.814208187092541,GitHub,2.1
EMP5139,Data Analysis,Junior,78,Analyst,86158,2.6,PDD0667,1,1.5843419403937042,Jira,2.4
EMP5140,Product Design,Junior,80,Developer,71143,1.8,PDD0685,4,6.186103666414858,GitHub,1.9
EMP5141,Project Management,Mid,65,Developer,77439,1.8,PDD0070,7,10.460099427377227,GitHub,1.7
EMP5142,Market Analysis,Junior,59,Project Manager,78179,2.2,PDD0358,11,16.60267045920394,Jira,2.2
EMP5143,Software Development,Senior,94,Project Manager,107887,4.0,PDD0703,1,1.3485591418820309,Jira,4.0
EMP5144,Product Design,Mid,89,Analyst,70444,2.9,PDD0530,3,4.449440008009769,GitHub,3.0
EMP5145,Market Analysis,Mid,53,Developer,56398,3.8,PDD0040,3,4.373414038834781,Jira,3.9
EMP5146,Software Development,Junior,78,Developer,88949,4.7,PDD0837,5,7.659916161373579,GitHub,4.7
EMP5147,Data Analysis,Mid,57,Analyst,74333,3.9,PDD0138,3,4.430263010846824,Jira,3.9
EMP5148,Market Analysis,Junior,89,Developer,110567,2.5,PDD0086,4,6.007713532384295,Slack,2.3
EMP5149,Data Analysis,Mid,60,Designer,93490,3.0,PDD0745,6,9.029584158209214,Jira,3.0
EMP5150,Data Analysis,Junior,50,Developer,87748,2.1,PDD0280,4,6.185488570454685,GitHub,2.0
EMP5151,Market Analysis,Mid,92,Analyst,110370,1.3,PDD0569,1,1.4135643482151774,GitHub,1.3
EMP5152,Market Analysis,Senior,86,Developer,52247,3.7,PDD0007,7,10.583756554380427,GitHub,3.7
EMP5153,Product Design,Junior,72,Developer,66647,3.6,PDD0481,8,11.911748713468878,Slack,3.5
EMP5154,Data Analysis,Junior,79,Analyst,98261,4.4,PDD0140,7,10.486279191374141,GitHub,4.4
EMP5155,Market Analysis,Senior,64,Analyst,50745,1.6,PDD0721,5,7.720899891958432,Jira,1.4
EMP5156,Data Analysis,Junior,78,Designer,136986,4.5,PDD0868,7,10.51080087639096,Jira,4.6
EMP5157,Project Management,Mid,73,Designer,111296,4.2,PDD0572,7,10.586479333314744,GitHub,4.2
EMP5158,Project Management,Mid,58,Designer,56314,1.4,PDD0354,1,1.5216267487669903,Jira,1.3
EMP5159,Project Management,Mid,92,Designer,99650,4.9,PDD0185,8,12.020799585331744,GitHub,4.8
EMP5160,Data Analysis,Senior,60,Analyst,90758,1.2,PDD0660,9,13.571222944798139,Slack,1.0
EMP5161,Data Analysis,Senior,64,Designer,124188,4.2,PDD0181,1,1.4101285092406153,GitHub,4.2
EMP5162,Market Analysis,Mid,93,Designer,101610,2.7,PDD0562,11,16.534537946948582,Slack,2.6
EMP5163,Market Analysis,Senior,95,Analyst,98919,4.5,PDD0527,10,14.838123109399007,GitHub,4.7
EMP5164,Product Design,Junior,87,Developer,70315,3.9,PDD0201,11,16.39835849837262,Slack,3.9
EMP5165,Product Design,Senior,97,Developer,54674,1.2,PDD0912,1,1.628100276824223,Slack,1.3
EMP5166,Product Design,Junior,75,Developer,98096,2.0,PDD0072,3,4.413144710530062,Slack,2.0
EMP5167,Software Development,Mid,94,Developer,67551,4.8,PDD0958,8,12.080254914783533,Jira,4.9
EMP5168,Project Management,Mid,86,Project Manager,89352,1.6,PDD0727,9,13.123381225486298,Jira,1.5
EMP5169,Data Analysis,Mid,73,Developer,68493,1.3,PDD0647,2,2.9323836722911016,Jira,1.4
EMP5170,Project Management,Senior,71,Project Manager,80682,1.6,PDD0320,1,1.448750930951892,Slack,1.6
EMP5171,Data Analysis,Mid,67,Analyst,72248,3.9,PDD0220,11,16.437400102122268,Jira,4.0
EMP5172,Software Development,Senior,58,Designer,58916,1.2,PDD0095,10,14.987171691098496,Jira,1.1
EMP5173,Data Analysis,Mid,78,Designer,80144,2.7,PDD0616,4,6.036112597201933,Jira,2.7
EMP5174,Product Design,Junior,81,Project Manager,116705,1.4,PDD0063,2,2.9614003320101965,Jira,1.4
EMP5175,Project Management,Senior,61,Designer,126026,3.7,PDD0970,9,13.539587607230194,GitHub,3.6
EMP5176,Project Management,Junior,90,Developer,143296,2.0,PDD0655,9,13.494798701641482,Slack,2.1
EMP5177,Project Management,Junior,66,Analyst,126367,3.7,PDD0698,5,7.621627608981592,GitHub,3.8
EMP5178,Software Development,Junior,74,Developer,87521,1.7,PDD0519,5,7.650584338780559,Slack,1.9
EMP5179,Project Management,Mid,63,Project Manager,87645,2.6,PDD0234,9,13.539466685418274,GitHub,2.7
EMP5180,Market Analysis,Junior,74,Analyst,101696,4.7,PDD0183,11,16.605953119867543,Jira,4.7
EMP5181,Product Design,Junior,76,Analyst,121237,2.5,PDD0726,7,10.505758183717807,Jira,2.4
EMP5182,Product Design,Junior,62,Project Manager,95834,1.5,PDD0249,2,3.107762587849307,GitHub,1.6
EMP5183,Data Analysis,Senior,86,Developer,134993,2.5,PDD0500,6,9.015243609672885,GitHub,2.5
EMP5184,Software Development,Senior,59,Analyst,111720,2.8,PDD0053,6,8.98226313153336,Jira,3.0
EMP5185,Data Analysis,Senior,58,Project Manager,70217,2.8,PDD0150,10,14.798729573976315,Jira,2.8
EMP5186,Data Analysis,Senior,62,Developer,67657,3.8,PDD0359,1,1.5344807918339636,GitHub,3.7
EMP5187,Product Design,Senior,56,Designer,149772,1.5,PDD0085,2,3.0340441076172366,Slack,1.5
EMP5188,Market Analysis,Senior,63,Project Manager,117239,2.8,PDD0405,2,2.8854673622645652,GitHub,2.8
EMP5189,Software Development,Senior,85,Project Manager,123629,2.0,PDD0346,1,1.4410607758961227,GitHub,2.0
EMP5190,Software Development,Mid,89,Analyst,67416,2.8,PDD0618,6,8.84378269768495,GitHub,2.9
EMP5191,Software Development,Senior,54,Analyst,128237,1.7,PDD0382,3,4.575821212813479,GitHub,1.6
EMP5192,Market Analysis,Junior,62,Designer,128313,1.9,PDD0330,9,13.430392236131842,GitHub,1.9
EMP5193,Software Development,Mid,69,Project Manager,96484,3.2,PDD0345,8,12.074525977192938,Jira,3.1
EMP5194,Project Management,Senior,77,Project Manager,149157,2.2,PDD0454,7,10.450922559365296,GitHub,1.9
EMP5195,Market Analysis,Senior,64,Designer,106620,1.6,PDD0783,5,7.410233922024002,Jira,1.6
EMP5196,Data Analysis,Junior,88,Analyst,146395,3.5,PDD0446,3,4.604730647011807,Jira,3.4
EMP5197,Project Management,Junior,70,Designer,71033,4.3,PDD0920,11,16.438005980379327,GitHub,4.5
EMP5198,Data Analysis,Junior,66,Designer,86987,4.3,PDD0564,7,10.602284980354368,GitHub,4.3
EMP5199,Software Development,Mid,55,Analyst,148996,4.3,PDD0592,6,8.925306208329001,GitHub,4.3
EMP5200,Market Analysis,Mid,95,Project Manager,139757,1.1,PDD0247,2,2.9834584082245925,Slack,1.1
EMP5201,Project Management,Mid,95,Developer,149629,3.7,PDD0741,5,7.628876487144255,Slack,3.7
EMP5202,Market Analysis,Mid,74,Analyst,89258,5.0,PDD0196,5,7.528012998290943,Jira,5.0
EMP5203,Market Analysis,Junior,59,Analyst,142897,3.9,PDD0765,3,4.5890950494614815,GitHub,3.8
EMP5204,Market Analysis,Junior,63,Developer,56094,2.1,PDD0530,2,3.211914211685224,Jira,1.9
EMP5205,Data Analysis,Junior,68,Designer,59275,3.3,PDD0617,2,2.9863880861817003,GitHub,3.3
EMP5206,Market Analysis,Junior,60,Analyst,119240,2.9,PDD0037,5,7.592289686458411,GitHub,2.9
EMP5207,Software Development,Junior,81,Designer,69765,2.8,PDD0587,11,16.498842396722136,GitHub,2.8
EMP5208,Project Management,Senior,59,Project Manager,106221,3.9,PDD0973,1,1.5146139115524027,Jira,4.1
EMP5209,Product Design,Junior,96,Designer,101022,1.5,PDD0262,6,8.957434096970797,Slack,1.6
EMP5210,Market Analysis,Junior,83,Developer,134222,1.5,PDD0033,9,13.513445761756318,Jira,1.5
EMP5211,Project Management,Senior,93,Analyst,114570,3.0,PDD0548,1,1.3938390395623663,Jira,3.1
EMP5212,Data Analysis,Mid,78,Project Manager,64883,4.9,PDD0917,3,4.616726777086025,Slack,4.8
EMP5213,Data Analysis,Junior,78,Developer,54153,1.2,PDD0239,11,16.760839322378686,GitHub,1.0
EMP5214,Market Analysis,Senior,71,Developer,89736,2.5,PDD0607,10,15.024153009340738,Jira,2.4
EMP5215,Market Analysis,Senior,99,Project Manager,103852,3.0,PDD0692,5,7.452311009425646,GitHub,3.0
EMP5216,Software Development,Senior,63,Developer,114902,1.0,PDD0402,3,4.679907961299702,GitHub,1.2
EMP5217,Product Design,Senior,51,Analyst,121475,2.2,PDD0401,2,2.969121240512193,Slack,2.2
EMP5218,Market Analysis,Mid,61,Project Manager,56669,1.4,PDD0649,3,4.457044961410056,Jira,1.5
EMP5219,Market Analysis,Mid,71,Analyst,146969,3.8,PDD0591,7,10.525284295108147,Slack,4.0
EMP5220,Software Development,Mid,50,Developer,90343,2.8,PDD0797,11,16.46065155252489,Jira,2.9
EMP5221,Data Analysis,Junior,99,Analyst,67317,3.5,PDD0132,7,10.624977061297058,Slack,3.6
EMP5222,Product Design,Senior,61,Project Manager,108625,3.4,PDD0216,5,7.335651058966887,GitHub,3.5
EMP5223,Data Analysis,Junior,61,Analyst,131606,2.4,PDD0459,2,3.0276216622054326,Slack,2.3
EMP5224,Market Analysis,Senior,53,Project Manager,143303,1.1,PDD0216,1,1.6549876577789484,GitHub,1.2
EMP5225,Product Design,Senior,66,Designer,76996,2.1,PDD0620,3,4.258346606881254,Jira,2.2
EMP5226,Market Analysis,Mid,97,Designer,119922,2.9,PDD0396,7,10.66276262230666,Jira,2.7
EMP5227,Software Development,Mid,68,Developer,102903,1.8,PDD0702,1,1.5288455968340091,Slack,1.8
EMP5228,Software Development,Junior,50,Developer,127489,4.8,PDD0671,7,10.69045449226182,Slack,4.8
EMP5229,Data Analysis,Senior,66,Designer,72890,2.7,PDD0196,6,9.168761619238266,GitHub,2.6
EMP5230,Project Management,Senior,83,Designer,99109,2.4,PDD0360,4,5.8618359464950105,Jira,2.4
EMP5231,Data Analysis,Junior,92,Designer,89638,1.4,PDD0812,10,15.214463312659632,GitHub,1.4
EMP5232,Product Design,Mid,56,Analyst,81881,2.1,PDD0276,6,8.894584366916375,Slack,2.3
EMP5233,Software Development,Senior,82,Designer,110376,3.3,PDD0518,4,6.044997813696306,Slack,3.3
EMP5234,Data Analysis,Senior,55,Developer,86347,4.3,PDD0301,5,7.258435410399794,Slack,4.2
EMP5235,Software Development,Senior,55,Designer,82026,4.1,PDD0709,3,4.572914134016762,Slack,4.3
EMP5236,Project Management,Mid,81,Project Manager,64576,3.7,PDD0571,10,15.050414476963832,Jira,3.6
EMP5237,Data Analysis,Mid,77,Designer,103657,4.7,PDD0910,9,13.669103165631597,GitHub,4.9
EMP5238,Software Development,Junior,86,Designer,146401,2.0,PDD0719,1,1.5667753500814683,Jira,2.0
EMP5239,Market Analysis,Mid,78,Developer,82192,1.9,PDD0081,7,10.378792762915795,Jira,1.8
EMP5240,Project Management,Mid,92,Developer,77585,1.2,PDD0335,5,7.5778218934037485,Jira,1.3
EMP5241,Market Analysis,Junior,79,Project Manager,116335,3.8,PDD0281,9,13.448753096203115,Slack,3.8
EMP5242,Product Design,Junior,71,Developer,145972,4.2,PDD0107,2,3.207805856694131,Slack,4.1
EMP5243,Project Management,Senior,54,Developer,53422,2.0,PDD0630,6,9.04714989407477,GitHub,2.0
EMP5244,Software Development,Mid,78,Project Manager,56761,4.2,PDD0142,3,4.468732544812712,Jira,4.4
EMP5245,Market Analysis,Junior,51,Designer,123675,3.8,PDD0348,4,6.11245407888666,Slack,3.9
EMP5246,Product Design,Junior,59,Developer,64906,3.2,PDD0442,4,6.009310474221011,Jira,3.1
EMP5247,Market Analysis,Senior,95,Designer,88206,3.2,PDD0927,11,16.683580005313523,Jira,3.3
EMP5248,Project Management,Mid,69,Designer,104108,3.8,PDD0365,2,2.8867047503035246,Jira,3.9
EMP5249,Market Analysis,Senior,67,Analyst,132306,5.0,PDD0411,1,1.445578789140838,Slack,4.8
EMP5250,Market Analysis,Mid,94,Developer,127635,2.3,PDD0041,3,4.600758841380782,Jira,2.4
EMP5251,Data Analysis,Junior,84,Developer,119519,1.3,PDD0436,11,16.461211946939567,GitHub,1.4
EMP5252,Software Development,Senior,85,Analyst,69209,3.8,PDD0180,10,15.093405709451684,Slack,3.7
EMP5253,Market Analysis,Mid,67,Designer,87901,1.1,PDD0510,8,12.064900914444658,GitHub,1.2
EMP5254,Data Analysis,Junior,61,Project Manager,143940,4.6,PDD0804,3,4.4194673972668586,Slack,4.8
EMP5255,Software Development,Senior,99,Developer,149940,4.9,PDD0720,1,1.5354213625539073,Jira,4.8
EMP5256,Project Management,Senior,95,Designer,94114,3.9,PDD0946,4,5.987096631417083,Jira,4.1
EMP5257,Project Management,Junior,74,Project Manager,129786,2.4,PDD0867,9,13.439722411105732,Jira,2.5
EMP5258,Data Analysis,Mid,85,Project Manager,72640,1.9,PDD0973,6,9.068102867750888,Slack,1.8
EMP5259,Data Analysis,Mid,91,Analyst,102317,1.4,PDD0917,9,13.423260972478209,GitHub,1.2
EMP5260,Project Management,Senior,90,Developer,125203,1.0,PDD0509,1,1.5104204392342553,GitHub,1.0
EMP5261,Product Design,Junior,69,Designer,51518,2.7,PDD0175,1,1.6942465515610172,Jira,2.6
EMP5262,Software Development,Mid,97,Designer,108173,3.6,PDD0788,6,9.022660865953634,GitHub,3.5
EMP5263,Software Development,Mid,60,Analyst,97203,2.5,PDD0753,11,16.444432912521474,GitHub,2.6
EMP5264,Data Analysis,Mid,69,Designer,101517,2.8,PDD0584,3,4.350837061926881,GitHub,2.9
EMP5265,Software Development,Senior,82,Project Manager,110063,3.7,PDD0116,8,11.845231251406965,Jira,3.8
EMP5266,Product Design,Senior,59,Analyst,114090,2.6,PDD0468,4,5.89489260537526,Slack,2.6
EMP5267,Software Development,Senior,74,Analyst,108134,4.1,PDD0672,9,13.473991914576539,Jira,4.4
EMP5268,Data Analysis,Mid,59,Project Manager,127266,3.6,PDD0119,6,8.756787086034343,Jira,3.8
EMP5269,Market Analysis,Junior,73,Analyst,104817,3.7,PDD0646,2,2.983523249177665,GitHub,3.7
EMP5270,Market Analysis,Junior,90,Developer,140826,3.5,PDD0590,1,1.3596846538052716,Jira,3.6
EMP5271,Data Analysis,Junior,82,Analyst,81634,1.5,PDD0162,10,14.98842806720622,GitHub,1.5
EMP5272,Market Analysis,Senior,83,Developer,108646,3.7,PDD0932,2,2.993648529801298,Jira,3.7
EMP5273,Software Development,Mid,64,Designer,106813,3.4,PDD0716,1,1.5376314340472088,Jira,3.5
EMP5274,Data Analysis,Mid,89,Project Manager,147067,3.3,PDD0034,8,12.000409171061275,Slack,3.3
EMP5275,Data Analysis,Junior,73,Developer,51458,3.4,PDD0016,2,2.9263687087546795,GitHub,3.3
EMP5276,Data Analysis,Mid,64,Designer,67513,4.9,PDD0428,9,13.40270729113329,Jira,4.9
EMP5277,Market Analysis,Junior,98,Analyst,120311,2.7,PDD0291,9,13.363239571683058,Jira,2.7
EMP5278,Project Management,Senior,59,Developer,94215,1.4,PDD0955,9,13.63277045987694,Slack,1.4
EMP5279,Market Analysis,Junior,54,Developer,64832,3.1,PDD0747,10,15.101372533829363,GitHub,3.0
EMP5280,Data Analysis,Senior,71,Developer,124951,1.6,PDD0314,11,16.459086056337963,Jira,1.6
EMP5281,Software Development,Mid,86,Project Manager,88280,4.2,PDD0973,6,9.002540101487758,GitHub,4.2
EMP5282,Project Management,Mid,80,Analyst,129223,2.0,PDD0795,8,11.992804070155115,Jira,2.0
EMP5283,Data Analysis,Senior,72,Analyst,76351,5.0,PDD0937,10,15.125819106862085,GitHub,5.0
EMP5284,Market Analysis,Mid,60,Project Manager,54921,1.7,PDD0030,3,4.460717870517664,GitHub,1.7
EMP5285,Product Design,Senior,59,Developer,52805,2.5,PDD0417,11,16.28487733478789,Jira,2.5
EMP5286,Data Analysis,Junior,84,Analyst,143415,1.6,PDD0740,9,13.5530169756478,Slack,1.5
EMP5287,Software Development,Senior,71,Project Manager,119602,2.7,PDD0352,9,13.35111762831788,Jira,2.8
EMP5288,Product Design,Junior,90,Analyst,112912,2.9,PDD0462,10,15.106955380106198,Slack,2.8
EMP5289,Product Design,Mid,71,Developer,130543,4.0,PDD0048,5,7.399767297758043,Slack,4.1
EMP5290,Market Analysis,Junior,86,Analyst,121303,1.0,PDD0872,9,13.53566598979954,Jira,1.0
EMP5291,Market Analysis,Junior,76,Project Manager,90470,1.9,PDD0813,10,14.974106724012193,Jira,2.0
EMP5292,Project Management,Mid,50,Designer,119413,2.1,PDD0340,8,11.977876689780006,Slack,2.1
EMP5293,Data Analysis,Mid,54,Developer,98866,3.4,PDD0511,7,10.559920607448374,Jira,3.4
EMP5294,Project Management,Junior,60,Analyst,64869,2.1,PDD0822,10,15.013227504252363,Jira,2.1
EMP5295,Project Management,Senior,82,Project Manager,135914,2.9,PDD0987,4,5.9587843599861845,Slack,3.0
EMP5296,Product Design,Junior,65,Designer,142372,3.0,PDD0767,5,7.468352363800468,Jira,3.0
EMP5297,Market Analysis,Mid,89,Developer,112396,4.2,PDD0865,1,1.3676048408438801,Jira,4.1
EMP5298,Product Design,Senior,79,Project Manager,123395,4.5,PDD0928,5,7.51464811154748,GitHub,4.5
EMP5299,Data Analysis,Junior,77,Designer,55276,4.9,PDD0490,2,3.0334964514269003,Slack,4.9
EMP5300,Project Management,Mid,78,Analyst,135644,4.4,PDD0477,1,1.8131668563324,GitHub,4.5
EMP5301,Project Management,Senior,65,Designer,101572,4.5,PDD0548,11,16.51594490830955,GitHub,4.3
EMP5302,Data Analysis,Mid,50,Designer,56372,4.9,PDD0903,2,2.987941772478473,Jira,4.9
EMP5303,Project Management,Senior,57,Developer,58612,4.3,PDD0982,11,16.392040194123165,Slack,4.3
EMP5304,Market Analysis,Junior,53,Developer,114169,1.8,PDD0793,8,11.963050815547817,Slack,1.7
EMP5305,Market Analysis,Senior,85,Designer,140540,4.2,PDD0651,6,9.002659541631717,Jira,4.1
EMP5306,Project Management,Senior,67,Designer,127949,3.8,PDD0771,6,8.902080708589166,GitHub,3.8
EMP5307,Data Analysis,Junior,68,Designer,127865,3.2,PDD0709,9,13.56802551493283,Slack,3.1
EMP5308,Product Design,Senior,85,Analyst,59319,1.7,PDD0951,2,2.977490483403911,GitHub,1.7
EMP5309,Project Management,Junior,58,Project Manager,54001,1.2,PDD0428,1,1.564897721936929,Jira,1.1
EMP5310,Software Development,Mid,75,Analyst,104433,1.9,PDD0747,5,7.413363864847754,Jira,2.0
EMP5311,Market Analysis,Mid,51,Analyst,68805,4.5,PDD0993,4,6.0250635912854,GitHub,4.5
EMP5312,Software Development,Mid,52,Developer,79938,2.1,PDD0300,4,5.978813358912448,GitHub,2.2
EMP5313,Software Development,Junior,77,Developer,93081,2.8,PDD0841,8,12.128213815555782,Slack,2.8
EMP5314,Software Development,Junior,94,Project Manager,97054,5.0,PDD0176,2,3.004047532632095,Slack,5.0
EMP5315,Project Management,Junior,69,Developer,69098,3.0,PDD0587,1,1.3737280045053715,Jira,3.0
EMP5316,Project Management,Junior,68,Developer,148383,4.1,PDD0889,2,2.9757027275561128,GitHub,4.3
EMP5317,Software Development,Mid,68,Designer,109049,4.2,PDD0771,11,16.326736630281783,GitHub,4.1
EMP5318,Project Management,Junior,90,Developer,132713,4.5,PDD0584,11,16.529960584558427,Jira,4.3
EMP5319,Software Development,Mid,86,Project Manager,93315,2.3,PDD0356,11,16.63873818305861,GitHub,2.3
EMP5320,Software Development,Senior,64,Project Manager,120972,1.6,PDD0311,9,13.523764741229447,GitHub,1.8
EMP5321,Product Design,Senior,90,Developer,136433,4.6,PDD0585,11,16.52729660637201,GitHub,4.7
EMP5322,Product Design,Mid,55,Designer,80824,3.4,PDD0612,7,10.53853118529915,Jira,3.3
EMP5323,Product Design,Senior,91,Project Manager,93010,3.4,PDD0481,11,16.41137806542153,GitHub,3.3
EMP5324,Data Analysis,Mid,50,Designer,83254,3.3,PDD0215,4,5.924282973291409,Slack,3.1
EMP5325,Market Analysis,Junior,62,Analyst,52712,1.1,PDD0195,10,15.052484623487725,Slack,1.1
EMP5326,Project Management,Mid,98,Designer,139752,2.0,PDD0043,9,13.47710728552076,Jira,1.9
EMP5327,Product Design,Junior,95,Designer,66229,3.7,PDD0640,10,15.210786589676442,Jira,3.8
EMP5328,Market Analysis,Senior,52,Developer,54800,1.1,PDD0186,10,15.14446716540649,Slack,1.2
EMP5329,Market Analysis,Mid,94,Designer,64591,3.4,PDD0441,6,8.924527737373726,GitHub,3.4
EMP5330,Project Management,Junior,57,Analyst,130331,1.2,PDD0874,8,11.92773622297284,GitHub,1.1
EMP5331,Data Analysis,Mid,72,Designer,140344,1.0,PDD0761,5,7.363865379883309,Jira,1.0
EMP5332,Software Development,Mid,77,Analyst,75892,4.6,PDD0498,11,16.424044943480194,GitHub,4.7
EMP5333,Product Design,Mid,82,Developer,145609,4.6,PDD0016,10,14.9744991973916,Slack,4.6
EMP5334,Data Analysis,Senior,83,Project Manager,139356,2.2,PDD0316,2,3.0283372143637206,GitHub,2.2
EMP5335,Project Management,Junior,83,Designer,55713,4.5,PDD0055,11,16.48786014459731,GitHub,4.4
EMP5336,Data Analysis,Senior,74,Analyst,64990,1.3,PDD0686,10,15.204465512098174,Slack,1.4
EMP5337,Market Analysis,Junior,90,Analyst,114806,2.6,PDD0072,9,13.593156827205691,Jira,2.6
EMP5338,Data Analysis,Mid,50,Developer,60892,2.9,PDD0299,5,7.549330363547588,GitHub,2.9
EMP5339,Product Design,Senior,92,Designer,59803,2.6,PDD0257,4,6.052544938267127,GitHub,2.6
EMP5340,Data Analysis,Junior,56,Developer,81609,2.4,PDD0831,8,11.795347826564575,GitHub,2.4
EMP5341,Data Analysis,Junior,87,Project Manager,133017,3.4,PDD0501,2,2.765716899225453,GitHub,3.2
EMP5342,Market Analysis,Senior,77,Project Manager,128970,3.7,PDD0381,7,10.497961354490537,GitHub,3.5
EMP5343,Data Analysis,Junior,66,Analyst,64489,4.8,PDD0043,3,4.5898363643798,Jira,4.7
EMP5344,Market Analysis,Junior,87,Developer,89322,1.5,PDD0088,6,8.94863222892574,GitHub,1.6
EMP5345,Product Design,Mid,97,Analyst,121189,4.6,PDD0477,2,3.0386852690790525,Slack,4.5
EMP5346,Product Design,Junior,79,Designer,144816,4.2,PDD0141,3,4.574331859536961,Jira,4.2
EMP5347,Software Development,Junior,50,Analyst,78751,2.1,PDD0186,10,15.102988497236648,Slack,2.1
